month_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2018-07,0.7476635514018695,0.46359832635983267,0.23076923076923078,0.6950075812882573,1.0,0.0,0.2518966196604676,0.0,0.130233693487673,0.0,0.5104166452417043
2018-08,0.5417890520694255,0.6885355648535564,0.9076923076923078,0.5939012747795809,0.75,0.2083943387018059,0.3058399791330214,0.28111440465100257,0.0930405848118504,0.3062235936387372,0.4646537486142335
2018-09,0.4552736982643524,0.28580851587496936,0.47511312217194573,0.26121915043323995,0.4117647058823529,0.26741882697442076,0.8728851046270698,0.3294399680513837,0.07318007691790307,0.26604068639086287,0.3919732432569445
2018-10,0.7438402718776549,0.4809128946367438,0.7062937062937065,0.5385420442420499,0.48863636363636365,0.2953769022583078,0.5959858310390252,0.18488079424280027,0.07072997534474723,0.5262499190816303,0.28789296730834346
2018-11,0.6908698777857658,0.643707756678468,0.4714003944773176,0.8483439960948803,0.5833333333333333,0.8182853424434685,0.4098282842900995,0.06365616487472638,0.46980425563875583,0.5574016931719279,0.060092153970510376
2018-12,0.6779706275033381,0.6982426778242675,0.23076923076923078,0.6315718537653732,0.0,0.13323572474377743,0.43592561144132,0.2552317515165629,0.06775697932859698,0.48445288393069075,0.1555287714960929
2019-01,1.0000000000000002,0.0,1.0,0.5813444151176501,1.0,0.16837481698389467,1.0,0.0,0.09747292418772563,0.5831948730121053,0.24591263140357822
2019-02,0.4480068662979213,0.3634987049212991,0.39926739926739924,0.3485360224844696,0.4642857142857142,0.29212856445652935,0.7359460397270697,0.2769318350323951,0.044780392725457446,0.2503226973200864,0.08824919909818263
2019-03,0.4763017356475301,0.22,0.36538461538461536,0.524007412815185,0.84375,0.37182772083943394,0.7856348056762623,0.003668368030554357,0.02371301566093248,0.22101234274863502,0.0
2019-04,0.4176234979973299,0.46359832635983245,0.26153846153846155,0.281069242432751,0.375,0.2837969741337235,0.6600147622773865,0.23846187453083145,0.04482444081863379,0.34698552100640856,0.20831932997801283
2019-05,0.7684184973904602,0.8436667934575885,0.1608391608391609,0.8186463954420375,0.5454545454545454,0.6697280269754647,0.33271075471764744,0.05577356709961782,0.09057038776837845,0.6889778391558594,0.10400116078108157
2019-06,0.6543391188251,0.4185774058577405,0.5076923076923077,0.49792778120963654,0.625,0.1959492435334309,0.6668997552569802,0.0040492886911587325,0.06498194945848379,0.3673510562544504,0.12991260672202198
2019-07,0.44554644287621614,0.4232755528989838,0.3956043956043956,0.3058829192372179,0.8214285714285714,0.5884403541797391,0.7455449555744247,1.0,0.044945573074868905,0.5299888101454682,0.04348625810267581
2019-08,0.18424566088117467,0.48145048814504876,0.0,0.3845491473390614,0.5833333333333333,0.40792256385228554,0.7894803049390733,0.000124291093154828,0.9999999999999999,0.15685576390537215,0.20057535450599495
2019-09,0.8157543391188249,0.9626778242677825,0.6307692307692307,0.8931319144156792,0.25,1.0,0.24361642497599745,0.0,0.10171255315595412,0.7819131260384522,0.8291707202695222
2019-10,0.6663551401869159,0.6321338912133891,0.23076923076923078,0.7852305273207164,0.875,0.31161542215714977,0.45800243078101327,0.4030974160935692,0.11024962421470513,0.520555423688583,0.3323704783902688
2019-11,0.8526034712950603,0.45087866108786623,0.4153846153846154,0.45328241702701155,0.5,0.42898975109809656,0.6439294296544186,0.4647613548128665,0.0847540372830402,0.31109897934963204,0.2128755453081388
2019-12,0.0,0.5361227336122733,0.8461538461538463,0.7866943711274592,1.0,0.03334960143159271,0.30950279983794793,0.0,0.006963269396302568,0.09257061476382633,1.0
2020-01,0.6340575312537926,0.4838037276531001,0.17482517482517484,0.3241013493161524,0.43181818181818177,0.20409068725320567,0.6993459897410749,0.3734802330676523,0.07856978511037638,0.33838767451395024,0.391106001114784
2020-02,0.5554072096128169,0.6452812645281264,0.21367521367521364,0.42511371932386144,0.7222222222222222,0.5460658315709558,0.45888545422368243,0.2197139799373653,0.16650607466029443,0.5186354405675553,0.24720704192230913
2020-03,0.4190031152647977,0.7820548582054859,0.42735042735042733,0.8116533448144612,0.4444444444444444,0.3225150479908897,0.3699007523581721,0.06555541814507594,0.07754880926380348,0.537252419758947,0.2824285371812798
2020-04,0.7699154428126394,0.51581589958159,0.5213675213675215,0.41541715804646095,0.5833333333333333,0.6024619055365762,0.6128373849433402,0.21640595491513795,0.01447897529452577,0.6388743835219026,0.3070680436232802
2020-05,0.3521888834235125,0.40392865007707546,0.3279352226720648,0.29848108224737135,0.4736842105263158,0.5733220312861212,0.7623880889977804,0.22263362663978795,0.10598261008328475,0.4313953052581605,0.5130554067385207
2020-06,0.29626168224299043,0.43129707112970705,0.7692307692307694,0.41128769584994673,0.25,0.210590531966813,0.7871461631953117,0.5347529026172289,0.04420776751416422,0.07726560645620695,0.2173017711073586
2020-07,0.25580774365821113,0.6272803347280335,0.6000000000000001,0.6126804065816811,0.5,0.3684724255734505,0.5199706974343605,0.3355938401336382,0.0,0.6516971279373367,0.17591902804030513
2020-08,0.7013160404348657,0.5808726838015541,0.21978021978021972,0.5103370263700471,0.6428571428571429,0.1464128843338215,0.5145146009388555,0.13125868877187435,0.07692173571511168,0.4835712590281782,0.32984872850317215
2020-09,0.3991989319092122,1.0,0.38461538461538464,1.0,1.0,0.09394826744753537,0.0,8.205394233801226e-05,0.077238331384817,0.7945644433895085,0.7904700396756024
2020-10,0.4572763684913217,0.21841004184100418,0.5384615384615385,0.0,0.375,0.1817959980478283,0.9500524449328206,0.6621501078170636,0.03098783354959725,0.2082838832186089,0.6378557486430281
2020-11,0.7863818424566087,0.8411436541143655,0.5897435897435896,0.71622582879392,0.27083333333333337,0.4463559459899139,0.22210752783651241,0.03029967290752101,0.07730256818736592,0.5230239734156181,0.19789740562561198
2020-12,0.8007343124165558,0.8214435146443515,0.24038461538461536,0.7616106025720223,0.453125,0.10386163982430463,0.21070778460394365,0.3474749159588012,0.07496193969448983,0.5539772727272725,0.4991176343550814
2021-01,0.4797273557726096,0.6757982823166704,0.271255060728745,0.5326113621786819,0.6710526315789473,0.37874701394775345,0.4363767167281373,0.3130406385265563,0.051029715944859166,0.46787137556685443,0.19754111075880987
2021-02,0.8052788333162166,0.7606050852912779,0.6804733727810652,0.74025340078016,0.423076923076923,0.24721252393287518,0.29415925244305446,0.17185727048487517,0.07646748975423001,1.0,0.33331698443906976
2021-03,0.6063322525271795,0.5288702928870292,0.6043956043956045,0.5486766841290343,0.4642857142857142,0.11399288851704659,0.3967286729886001,0.1773908695197203,0.06952991507894707,0.2997524668542946,0.11715952894661719
2021-04,0.679572763684914,0.6538354253835423,0.282051282051282,0.6955130005054192,0.5833333333333333,0.4768586302261263,0.39313221117826286,0.00827512064666984,0.2419254339196013,0.2965602500197799,0.30416247594405244
2021-05,0.49844236760124616,0.5212459321245932,0.6752136752136753,0.6580807797183378,0.3055555555555556,0.1502087739276613,0.5807735211361404,0.34780546357085457,0.022701286020787054,0.2353007885644961,0.2869553174699484
